	ENG_t	FR_t	eng_stem	fr_stem	ratio_similarity
3081	suit	combinaison	suit	combinaison	13
3082	sulkiest	le plus boudeur	sulkiest	le plus boudeur	26
3083	summit	sommet	summit	sommet	67
3084	sunburnt	hâlé	sunburnt	hâl	0
3085	sunburst	soleil	sunburst	soleil	14
3086	sunlight	lumière du soleil	sunlight	lumière du soleil	24
3087	sunlit	ensoleillé	sunlit	ensoleil	43
3088	sunniest	le plus ensoleillé	sunniest	le plus ensoleil	25
3089	sunset	le coucher du soleil	sunset	le coucher du soleil	15
3090	sunspot	tache solaire	sunspot	tache solair	21
3091	superabundant	surabondant	superabund	surabond	78
3092	superheat	surchauffer	superheat	surchauff	56
3093	superintendent	surveillant général	superintend	surveillant général	47
3094	supermarket	supermarché	supermarket	supermarch	76
3095	supernatant	surnageant	supernat	surnag	71
3096	superscript	exposant	superscript	expos	12
3097	supplant	supplanter	supplant	supplant	100
3098	supplement	supplément	supplement	suppl	67
3099	suppliant	suppliant	suppliant	suppli	80
3100	supplicant	suppliant	supplic	suppli	92
3101	support	Support	support	support	100
3102	supremacist	suprémaciste	supremacist	suprémac	74
3103	surest	le plus sûr	surest	le plus sûr	24
3104	surfactant	surfactant	surfact	surfact	100
3105	surfeit	excès	surfeit	exces	17
3106	surliest	le plus surprenant	surliest	le plus surpren	35
3107	surmount	surmonter	surmount	surmont	93
3108	surrealist	surréaliste	surrealist	surréal	71
3109	suspect	suspect	suspect	suspect	100
3110	swampiest	le plus marécageux	swampiest	le plus marécag	17
3111	swarthiest	le plus basané	swarthiest	le plus basan	26
3112	swat	écraser	swat	écras	22
3113	sweat	transpiration	sweat	transpir	15
3114	sweatiest	le plus en sueur	sweatiest	le plus en sueur	24
3115	sweatshirt	sweat-shirt	sweatshirt	sweat-shirt	95
3116	sweet	doux	sweet	doux	0
3117	sweetest	le plus doux	sweetest	le plus doux	10
3118	sweetheart	chérie	sweetheart	cher	43
3119	sweetmeat	friandise	sweetmeat	friandis	12
3120	swept	balayé	swept	balai	0
3121	swift	rapide	swift	rapid	20
3122	swiftest	le plus rapide	swiftest	le plus rapid	19
3123	swiftlet	rapide	swiftlet	rapid	15
3124	swimsuit	maillot de bain	swimsuit	maillot de bain	17
3125	swot	bosser	swot	boss	25
3126	sycophant	flagorneur	sycoph	flagorneur	12
3127	symbiont	symbiote	symbiont	symbiot	93
3128	symbolist	symboliste	symbolist	symbol	80
3129	syndicalist	syndicaliste	syndicalist	syndical	84
3130	tablet	tablette	tablet	tablet	100
3131	tacit	tacite	tacit	tacit	100
3132	tackiest	le plus collant	tackiest	le plus coll	10
3133	tact	tact	tact	tact	100
3134	taint	entacher	taint	entach	36
3135	talent	Talent	talent	talent	100
3136	tallest	le plus grand	tallest	le plus grand	30
3137	tamest	le plus docile	tamest	le plus docil	21
3138	tangent	tangente	tangent	tangent	100
3139	tantamount	équivalent	tantamount	équivalent	30
3140	target	cibler	target	cibl	0
3141	tarot	tarot	tarot	tarot	100
3142	tarriest	le plus tendre	tarriest	le plus tendr	19
3143	tart	Tarte	tart	tart	100
3144	tastiest	le plus savoureux	tastiest	le plus savour	9
3145	tat	tat	tat	tat	100
3146	taught	a enseigné	taught	a enseign	27
3147	taunt	raillerie	taunt	railler	17
3148	taut	tendu	taut	tendu	44
3149	tautest	le plus tendu	tautest	le plus tendu	30
3150	taxidermist	taxidermiste	taxidermist	taxiderm	84
3151	taxonomist	taxonomiste	taxonomist	taxonom	82
3152	teapot	théière	teapot	théi	20
3153	teat	trayon	teat	trayon	40
3154	technocrat	technocrate	technocrat	technocrat	100
3155	technologist	technologue	technologist	technologu	82
3156	teeniest	le plus jeune	teeniest	le plus jeun	30
3157	telephonist	téléphoniste	telephonist	téléphon	63
3158	teletext	télétexte	teletext	télétext	75
3159	temperament	tempérament	tempera	temper	92
3160	tempest	tempête	tempest	tempêt	77
3161	tempt	tenter	tempt	tent	67
3162	tenant	locataire	tenant	locatair	29
3163	tenderest	le plus tendre	tenderest	le plus tendr	45
3164	tenement	immeuble	tenement	immeubl	27
3165	tenet	principe	tenet	princip	17
3166	tensest	le plus tendu	tensest	le plus tendu	30
3167	tent	tente	tent	tent	100
3168	terrorist	terroriste	terrorist	terror	80
3169	test	test	test	test	100
3170	testament	testament	testament	test	62
3171	testiest	le plus irritable	testiest	le plus irrit	10
3172	text	texte	text	text	100
3173	that	cette	that	cet	29
3174	theft	vol	theft	vol	0
3175	theist	théiste	theist	théist	83
3176	theorist	théoricien	theorist	théoricien	56
3177	therapist	thérapeute	therapist	thérapeut	67
3178	thermostat	thermostat	thermostat	thermostat	100
3179	thickest	le plus épais	thickest	le plus ep	22
3180	thicket	fourré	thicket	fourr	0
3181	thickset	trapu	thickset	trapu	15
3182	thinnest	le plus fin	thinnest	le plus fin	21
3183	thirst	la soif	thirst	la soif	15
3184	thirstiest	le plus assoiffé	thirstiest	le plus assoiff	8
3185	thorniest	le plus épineux	thorniest	le plus épin	10
3186	thought	pensée	thought	pens	0
3187	threat	menace	threat	menac	36
3188	thrift	épargne	thrift	épargn	17
3189	thriftiest	le plus économe	thriftiest	le plus économ	17
3190	throat	gorge	throat	gorg	20
3191	throatiest	gorge	throatiest	gorg	14
3192	throughout	tout au long de	throughout	tout au long d	33
3193	throughput	débit	throughput	deb	0
3194	thrust	plonger	thrust	plong	0
3195	thumbprint	empreinte	thumbprint	empreint	67
3196	thunderbolt	coup de tonnerre	thunderbolt	coup de tonnerr	31
3197	thwart	contrecarrer	thwart	contrecarr	38
3198	ticket	billet	ticket	billet	50
3199	tidbit	friandise	tidbit	friandis	43
3200	tidiest	tidiest	tidiest	tidiest	100
3201	tight	serré	tight	serr	0
3202	tightest	le plus serré	tightest	le plus serr	20
3203	tilt	inclinaison	tilt	inclinaison	27
3204	timeout	temps libre	timeout	temps libr	24
3205	tingliest	le plus piquant	tingliest	le plus piqu	10
3206	tiniest	le plus petit	tiniest	le plus pet	11
3207	tinniest	le plus petit	tinniest	le plus pet	11
3208	tinpot	fantoche	tinpot	fantoch	31
3209	tint	teinte	tint	teint	89
3210	tit	mésange	tit	mésang	0
3211	titbit	titbit	titbit	titb	80
3212	titfortat	titfortat	titfortat	titfortat	100
3213	toast	griller	toast	grill	0
3214	tobacconist	marchand de tabac	tobacconist	marchand de tabac	29
3215	toilet	toilette	toilet	toilet	100
3216	tolerant	tolérant	toler	toler	100
3217	tomcat	matou	tomcat	matou	36
3218	tonight	ce soir	tonight	ce soir	29
3219	toot	siffler	toot	siffl	0
3220	toothiest	à pleines dents	toothiest	à pleines dent	35
3221	topcoat	manteau	topcoat	manteau	29
3222	topmost	le plus haut	topmost	le plus haut	11
3223	topologist	topologue	topologist	topologu	78
3224	torchlight	torche	torchlight	torch	67
3225	torchlit	aux flambeaux	torchlit	aux flambeau	10
3226	torment	tourmenter	torment	tourment	93
3227	torrent	torrent	torrent	torrent	100
3228	tot	tot	tot	tot	100
3229	touchiest	le plus sensible	touchiest	le plus sensibl	17
3230	toughest	le plus dur	toughest	le plus dur	21
3231	tourist	touristique	tourist	tourist	100
3232	tournament	tournoi	tournament	tournoi	59
3233	tourniquet	tourniquet	tourniquet	tourniquet	100
3234	tout	tout	tout	tout	100
3235	tracksuit	survêtement	tracksuit	survêt	40
3236	tract	tract	tract	tract	100
3237	traditionalist	traditionaliste	traditionalist	traditional	88
3238	trait	trait	trait	trait	100
3239	trampolinist	trampoliniste	trampolinist	trampolin	86
3240	transact	traiter	transact	trait	62
3241	transcendent	transcendant	transcend	transcend	100
3242	transcript	transcription	transcript	transcript	100
3243	transept	transept	transept	transept	100
3244	transhipment	transbordement	tranship	transbord	59
3245	transient	transitoire	transient	transitoir	74
3246	transit	transit	transit	trans	83
3247	translucent	translucide	transluc	translucid	89
3248	transmit	transmettre	transmit	transmettr	78
3249	transparent	transparent	transpar	transparent	84
3250	transplant	transplantation	transplant	transplant	100
3251	transport	transport	transport	transport	100
3252	trawlnet	chalutier	trawlnet	chaluti	13
3253	treat	traiter	treat	trait	80
3254	treatment	traitement	treatment	trait	57
3255	trenchant	tranchant	trenchant	tranch	67
3256	trendiest	le plus branché	trendiest	le plus branch	17
3257	trickiest	le plus délicat	trickiest	le plus délicat	25
3258	trident	trident	trident	trident	100
3259	trinket	bibelot	trinket	bibelot	14
3260	triplet	triolet	triplet	triolet	86
3261	triumphalist	triomphaliste	triumphalist	triomphal	76
3262	triumphant	triomphant	triumphant	triomph	71
3263	trombonist	tromboniste	trombonist	trombon	82
3264	trot	trot	trot	trot	100
3265	trout	truite	trout	truit	80
3266	truant	faire l'école buissonnière	truant	faire l'école buissonni	21
3267	truculent	agressif	trucul	agress	17
3268	truest	le plus vrai	truest	le plus vr	12
3269	trumpet	trompette	trumpet	trompet	86
3270	trust	confiance	trust	confianc	0
3271	tshirt	T-shirt	tshirt	t-shirt	92
3272	tuft	touffe	tuft	touff	67
3273	tumescent	tumescent	tumesc	tumescent	80
3274	tumult	tumulte	tumult	tumult	100
3275	turbot	turbot	turbot	turbot	100
3276	turbulent	turbulent	turbul	turbulent	80
3277	turnabout	retournement	turnabout	retourn	50
3278	turncoat	transfuge	turncoat	transfug	25
3279	turnout	s'avérer	turnout	s'aver	15
3280	turret	tourelle	turret	tourel	67
3281	tweet	tweeter	tweet	tweet	100
3282	twilight	crépuscule	twilight	crépuscul	12
3283	twilit	crépusculaire	twilit	crépusculair	11
3284	twist	tourner	twist	tourn	20
3285	twit	crétin	twit	crétin	40
3286	typecast	transtypage	typecast	transtypag	44
3287	typescript	manuscrit	typescript	manuscr	35
3288	typeset	composer	typeset	compos	31
3289	typist	dactylographe	typist	dactylograph	33
3290	tyrant	tyran	tyrant	tyran	91
3291	ugliest	le plus laid	ugliest	le plus laid	32
3292	ultraviolet	ultra-violet	ultraviolet	ultra-violet	96
3293	umlaut	tréma	umlaut	trem	20
3294	unapt	inadapté	unapt	inadapt	67
3295	unbeknownst	à l'insu	unbeknownst	à l'insu	21
3296	unbent	déplié	unbent	dépli	0
3297	unbolt	déboulonner	unbolt	déboulon	43
3298	unburnt	imbrûlé	unburnt	imbrûl	31
3299	uncaught	non attrapé	uncaught	non attrap	33
3300	uncut	non coupé	uncut	non coup	15
3301	underachievement	sous-performance	underachiev	sous-perform	26
3302	undercoat	couche	undercoat	couch	29
3303	undercroft	undercroft	undercroft	undercroft	100
3304	undercurrent	courant	undercurr	cour	46
3305	undercut	saper	undercut	sap	0
3306	underdevelopment	sous-développement	underdevelop	sous-développ	56
3307	underemployment	sous-emploi	underemploy	sous-emploi	55
3308	underfoot	sous les pieds	underfoot	sous les pied	18
3309	undergarment	sous-vêtement	undergar	sous-vêt	12
3310	underinvestment	sous-investissement	underinvest	sous-invest	64
3311	undernourishment	sous-alimentation	undernourish	sous-aliment	25
3312	underskirt	jupon	underskirt	jupon	27
3313	understatement	euphémisme	understat	euphem	27
3314	underweight	poids insuffisant	underweight	poids insuffis	16
3315	underwent	subit	underw	sub	22
3316	uneasiest	le plus mal à l'aise	uneasiest	le plus mal à l'ais	21
3317	unemployment	chômage	unemploy	chômag	14
3318	unfelt	non ressenti	unfelt	non ressent	35
3319	unfit	inapte	unfit	inapt	40
3320	unfriendliest	antipathique	unfriendliest	antipath	29
3321	unhappiest	le plus malheureux	unhappiest	le plus malheur	24
3322	unhealthiest	le plus malsain	unhealthiest	le plus malsain	30
3323	unhurt	indemne	unhurt	indemn	17
3324	unicyclist	monocycliste	unicyclist	monocycl	56
3325	unilateralist	unilatéraliste	unilateralist	unilatéral	78
3326	unimportant	sans importance	unimport	sans import	74
3327	unintelligent	inintelligent	unintellig	inintelligent	78
3328	unionist	unioniste	unionist	union	77
3329	unit	unité	unit	unit	100
3330	universalist	universaliste	universalist	universal	86
3331	unjust	injuste	unjust	injust	83
3332	unkempt	négligé	unkempt	néglig	15
3333	unkept	non tenu	unkept	non tenu	14
3334	unkindest	méchant	unkindest	mech	15
3335	unlikeliest	le plus improbable	unlikeliest	le plus improb	16
3336	unlit	non éclairé	unlit	non éclair	40
3337	unluckiest	le plus malchanceux	unluckiest	le plus malchanc	23
3338	unmet	non satisfait	unmet	non satisf	27
3339	unobservant	non-observateur	unobserv	non-observ	78
3340	unpleasant	désagréable	unpleas	désagré	14
3341	unquiet	inquiet	unquiet	inquiet	86
3342	unrepentant	impénitent	unrepent	impénitent	44
3343	unrest	troubles	unrest	troubl	17
3344	unseat	désarçonner	unseat	désarçon	14
3345	unsent	non envoyé	unsent	non envoi	40
3346	unset	désarmé	unset	désarm	18
3347	unsought	non recherché	unsought	non recherch	30
3348	unspent	non dépensé	unspent	non dépens	47
3349	unspoilt	intacte	unspoilt	intact	29
3350	untaught	ignorant	untaught	ignor	15
3351	untidiest	désordonné	untidiest	désordon	12
3352	untwist	défaire	untwist	défair	15
3353	unwisest	imprudent	unwisest	imprudent	35
3354	upbeat	optimiste	upbeat	optim	36
3355	upcast	upcast	upcast	upcast	100
3356	upfront	à l'avant	upfront	à l'av	0
3357	uplift	soulèvement	uplift	soulev	33
3358	upmarket	haut de gamme	upmarket	haut de gamm	20
3359	upmost	au plus haut	upmost	au plus haut	44
3360	uppercut	uppercut	uppercut	uppercut	100
3361	uppermost	le plus élevé	uppermost	le plus élev	19
3362	upright	droit	upright	droit	50
3363	uproot	déraciner	uproot	déracin	15
3364	upset	bouleversé	upset	boulevers	29
3365	upshot	résultat	upshot	résultat	29
3366	upstart	parvenu	upstart	parvenu	43
3367	upthrust	poussée	upthrust	pouss	46
3368	urgent	urgent	urgent	urgent	100
3369	urologist	urologue	urologist	urologu	75
3370	utmost	maximum	utmost	maximum	31
3371	uttermost	extrême	uttermost	extrêm	40
3372	vacant	vacant	vacant	vac	67
3373	vagrant	vagabond	vagrant	vagabond	67
3374	vaguest	plus vague	vaguest	plus vagu	50
3375	vainest	le plus vain	vainest	le plus vain	42
3376	valet	valet	valet	valet	100
3377	valiant	vaillant	valiant	vaill	50
3378	variant	une variante	variant	une vari	53
3379	vast	vaste	vast	vast	100
3380	vat	T.V.A	vat	t.v.a	50
3381	vault	sauter	vault	saut	67
3382	vehement	véhément	vehement	veh	55
3383	veldt	veld	veldt	veld	89
3384	velvet	velours	velvet	velour	50
3385	vent	évent	vent	évent	89
3386	ventriloquist	ventriloque	ventriloquist	ventriloqu	87
3387	verdant	verdoyant	verdant	verdoi	62
3388	verdict	verdict	verdict	verdict	100
3389	vest	gilet	vest	gilet	44
3390	vestment	vêtement	vestment	vêt	36
3391	vet	vétérinaire	vet	vétérinair	31
3392	viaduct	viaduc	viaduct	viaduc	92
3393	vibrant	vibrant	vibrant	vibr	73
3394	vicepresident	vice-président	vicepresid	vice-président	75
3395	viewpoint	point de vue	viewpoint	point de vu	50
3396	vigilant	vigilant	vigil	vigil	100
3397	vilest	le plus vil	vilest	le plus vil	35
3398	violent	violent	violent	violent	100
3399	violet	violet	violet	violet	100
3400	violinist	violoniste	violinist	violon	67
3401	violist	altiste	violist	altist	62
3402	virulent	virulent	virul	virulent	77
3403	viscount	vicomte	viscount	vicomt	71
3404	visit	visite	visit	visit	100
3405	visitant	visitant	visit	visit	100
3406	vivisectionist	vivisectionniste	vivisectionist	vivisection	88
3407	vocalist	chanteur	vocalist	chanteur	38
3408	volt	volt	volt	volt	100
3409	vomit	vomir	vomit	vom	75
3410	vulcanologist	vulcanologue	vulcanologist	vulcanologu	83
3411	waft	bouffée	waft	bouff	22
3412	wainscot	lambris	wainscot	lambr	15
3413	waist	taille	waist	taill	40
3414	waistcoat	gilet	waistcoat	gilet	29
3415	wait	attendre	wait	attendr	36
3416	walkabout	promenade	walkabout	promenad	12
3417	walkout	Se promener	walkout	se promen	12
3418	wallchart	tableau mural	wallchart	tableau mural	18
3419	wallet	porte monnaie	wallet	porte monnai	11
3420	walnut	noyer	walnut	noi	22
3421	wanderlust	esprit d'aventure	wanderlust	esprit d'aventur	23
3422	want	vouloir	want	vouloir	0
3423	wariest	le plus prudent	wariest	le plus prudent	27
3424	warmest	le plus chaud	warmest	le plus chaud	10
3425	warpaint	peinture de guerre	warpaint	peinture de guerr	32
3426	warrant	garantir	warrant	garant	77
3427	wart	verrue	wart	verru	22
3428	washout	lavage	washout	lavag	17
3429	wast	wast	wast	wast	100
3430	waterfront	bord de l'eau	waterfront	bord de l'eau	9
3431	waterresistant	résistant à l'eau	waterresist	résistant à l'eau	36
3432	watertight	étanche	watertight	étanch	25
3433	watt	watt	watt	watt	100
3434	wavefront	front d'onde	wavefront	front d'ond	50
3435	wavelet	ondelette	wavelet	ondelet	57
3436	waviest	le plus ondulé	waviest	le plus ondul	20
3437	wayout	sortie	wayout	sort	40
3438	weakest	le plus faible	weakest	le plus faibl	20
3439	wealthiest	le plus riche	wealthiest	le plus rich	27
3440	weariest	le plus fatigué	weariest	le plus fatigu	27
3441	webfoot	webfoot	webfoot	webfoot	100
3442	weediest	le plus désagréable	weediest	le plus désagré	26
3443	weight	poids	weight	poid	20
3444	weightiest	le plus lourd	weightiest	le plus lourd	17
3445	weirdest	le plus bizarre	weirdest	le plus bizarr	27
3446	wellbuilt	bien construit	wellbuilt	bien construit	35
3447	wellkept	bien entretenu	wellkept	bien entretenu	27
3448	wellmeant	bien intentionné	wellmeant	bien intention	26
3449	wellthoughtout	bien pensé	wellthoughtout	bien pens	9
3450	welt	papule	welt	papul	22
3451	welterweight	poids welter	welterweight	poids welt	36
3452	went	allé	went	allé	0
3453	wept	pleuré	wept	pleur	22
3454	west	Ouest	west	ouest	67
3455	westernmost	le plus à l'ouest	westernmost	le plus à l'ouest	21
3456	wet	mouiller	wet	mouill	0
3457	wetsuit	combinaison	wetsuit	combinaison	11
3458	wettest	le plus humide	wettest	le plus humid	20
3459	what	Quel	what	quel	0
3460	whatnot	étagère	whatnot	étager	15
3461	wheat	du blé	wheat	du bl	0
3462	wheelwright	charron	wheelwright	charron	22
3463	whet	aiguiser	whet	aiguis	0
3464	whilst	alors que	whilst	alors qu	29
3465	whippet	whippet	whippet	whippet	100
3466	whist	whist	whist	whist	100
3467	whitebait	appât blanc	whitebait	appât blanc	30
3468	whitest	le plus blanc	whitest	le plus blanc	20
3469	whodunit	roman policier	whodunit	roman polici	30
3470	whodunnit	polar	whodunnit	polar	14
3471	wholewheat	blé complet	wholewheat	blé complet	38
3472	wickedest	le plus méchant	wickedest	le plus mech	10
3473	wicket	guichet	wicket	guichet	62
3474	widest	le plus large	widest	le plus larg	22
3475	widget	widget	widget	widget	100
3476	wildcat	chat sauvage	wildcat	chat sauvag	33
3477	wildebeest	gnou	wildebeest	gnou	0
3478	wildest	le plus sauvage	wildest	le plus sauvag	29
3479	wiliest	le plus malin	wiliest	le plus malin	20
3480	wilt	se flétrir	wilt	se fletr	33
3481	windiest	le plus venteux	windiest	le plus vent	20
3482	windswept	venteux	windswept	venteux	25
3483	wintriest	hivernal	wintriest	hivernal	24
3484	wiriest	le plus câblé	wiriest	le plus câbl	21
3485	wisest	le plus sage	wisest	le plus sag	24
3486	wit	esprit	wit	esprit	44
3487	witchcraft	la sorcellerie	witchcraft	la sorceller	18
3488	witchhunt	chasse aux sorcières	witchhunt	chasse aux sorci	24
3489	without	sans pour autant	without	sans pour aut	30
3490	wittiest	le plus spirituel	wittiest	le plus spirituel	24
3491	wobbliest	wobbliest	wobbliest	wobbliest	100
3492	wombat	wombat	wombat	wombat	100
3493	wonderment	émerveillement	wonder	émerveil	29
3494	wont	habitude	wont	habitud	18
3495	woodcut	gravure sur bois	woodcut	gravure sur bois	9
3496	wordiest	le plus verbeux	wordiest	le plus verb	10
3497	workout	entraînement	workout	entraîn	14
3498	worksheet	feuille de travail	worksheet	feuille de travail	7
3499	worst	pire	worst	pir	25
3500	worthiest	le plus digne	worthiest	le plus dign	10
3501	wrest	ravir	wrest	rav	25
3502	wright	Wright	wright	wright	100
3503	wrist	poignet	wrist	poignet	33
3504	writ	ordonnance	writ	ordon	22
3505	wrongest	le plus faux	wrongest	le plus fal	21
3506	wrought	forgé	wrought	forg	36
3507	xylophonist	xylophoniste	xylophonist	xylophon	84
3508	yacht	yacht	yacht	yacht	100
3509	yeast	Levure	yeast	levur	20
3510	yet	encore	yet	encor	25
3511	youngest	le plus jeune	youngest	le plus jeun	20
3512	yummiest	délicieux	yummiest	délici	14
3513	zaniest	zaniest	zaniest	zaniest	100
3514	zealot	fanatique	zealot	fanat	36
3515	zest	zeste	zest	zest	100
3516	zionist	Sioniste	zionist	sionist	86
3517	zoologist	zoologiste	zoologist	zoolog	80
